tag,Area,Roundness,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7
S,36320,0.222571559053988,0.0010740477099011108,8.724990346821026e-09,6.895289452925562e-12,6.618080274643343e-13,1.4131202738007639e-24,-3.2552519537198414e-17,-4.2374620048625284e-26
D,28120,0.15395716832806366,0.0012146807980512827,9.556493485443013e-08,3.7235725202798325e-10,7.17560431483815e-12,2.458609819332539e-22,-8.872309487437561e-16,-2.777157337474852e-22
D,22771,0.13838027687754623,0.0020756209934510465,3.193647324240356e-09,7.81647978882158e-10,3.718814008935349e-12,3.991987458668849e-23,-5.870740074149725e-17,1.9648477712799971e-22
S,29121,0.16774715287339909,0.0014592224883231352,5.29798052663499e-08,2.1497403932104625e-11,4.502555622329106e-13,1.3670130190446592e-24,-9.094239869468922e-17,3.0588526288836777e-25
S,48375,0.7796675064924925,0.0007134576888325598,2.189328142107041e-08,2.48974555289271e-12,1.0729981947995254e-13,4.751137586429931e-26,3.463277176758722e-18,-2.8608138423775974e-26
S,42584,0.28263077499760797,0.0008273436509898952,7.762291799563441e-09,3.744591817884799e-12,3.208599644090908e-13,3.100331120759739e-25,-1.868171081256293e-17,-1.6605470558346565e-25
D,31053,0.35461936756481993,0.0016385359459993721,5.751855808673322e-09,1.96757247653313e-10,4.908158263480036e-13,-1.127145473905416e-24,1.4414624368985628e-17,-4.689738958187877e-24
S,21680,0.153553843775818,0.0018456187421254395,1.471988456112307e-07,2.2349399306712293e-10,3.8933584646098236e-11,3.604616134776241e-21,3.586336560160919e-15,-4.433592102942382e-22
S,36317,0.228255373923766,0.0010805811723644128,2.0238657237752007e-08,7.318845859432476e-12,4.723833710566452e-13,8.71546411565467e-25,-6.454460709905944e-17,-1.090409528978907e-25
D,27938,0.1873260953695902,0.001587252241290953,1.9987321779130904e-08,3.154215271767842e-10,5.41178418473138e-13,4.4795762584202245e-24,1.8520789214344726e-17,-5.470539635045217e-24
A,18650,0.19298586957700944,0.0015527017688962987,1.772623635964952e-09,3.373789429870246e-09,1.7029433592714833e-10,-1.2901321897283108e-19,6.828507377270524e-15,4.154687587237392e-21
A,31959,0.40080662440886267,0.000909858724929705,3.585247284459424e-08,4.254868112172616e-10,1.7917013157050475e-12,3.8042528259376604e-23,-3.166609274753386e-16,-3.162344042592049e-23
F,23217,0.22889066533524097,0.0015125890552096684,5.080400242148029e-07,8.667341933737089e-10,1.3260212715083365e-10,1.8129602467595536e-20,-5.4440464372922884e-14,-4.1136151771144957e-20
F,21333,0.11392291217247145,0.001606387714637311,4.1836723428952706e-07,1.554580908739026e-09,6.484925763256884e-11,7.284813832692683e-21,-3.057290139988193e-14,-1.9258631253840463e-20
G,27878,0.1618997329226616,0.0016089791189676202,2.4052652417226674e-08,1.5598097758074265e-10,1.7524467495407744e-11,2.7912527920902577e-22,-2.6901359609618722e-15,-8.726745734187098e-22
G,27270,0.17508928651353367,0.0016940563352887605,2.6062408428737594e-08,1.737578334091573e-10,2.9557282631096964e-11,4.543099063993856e-22,-4.666580754156057e-15,-2.068916347219077e-21
F,36546,0.39083293091765015,0.0009035971267154489,1.250158728432304e-07,1.6893449689235582e-10,9.097380287177895e-12,-2.3615910249357055e-22,-3.120852472075919e-15,-2.672510104138465e-22
F,22131,0.21212894343462776,0.0016416939662579856,5.706168625261248e-07,1.2058558950368429e-09,1.363222417190055e-10,-2.031600426895249e-20,-9.42929828606184e-14,-5.14018473407687e-20
A,21437,0.20801245892804998,0.001511388755026453,1.0450866137969807e-07,2.084853529974091e-09,4.161327980379535e-11,3.612676925542325e-22,7.845282045337221e-15,1.2251717361436766e-20
A,37173,0.592395218082407,0.000839818616125175,1.9012793764199815e-08,2.598338673153186e-10,1.3437978332998765e-12,-2.5071742376829028e-23,1.8505668349499376e-16,1.3877488150140413e-24
D,28030,0.19675271545135056,0.0016975745870641437,1.518113059858259e-08,2.364955845371444e-10,1.7869109989294456e-12,-9.186279234766284e-24,1.7525225705054736e-16,-3.556662215573558e-23
D,26002,0.16528977047897103,0.0016859698517779375,9.037647456053912e-09,3.8524536696897215e-10,1.3740954483052313e-12,2.2945719157564197e-23,1.1082344345869673e-16,-2.1748706559407294e-23
S,28182,0.19203577157664403,0.001542051614155786,8.784176184537632e-08,1.9603434525161888e-11,2.6391624829893973e-13,1.6029281649638053e-25,-7.402699408261294e-17,-5.7849910422516535e-25
S,25753,0.1587015896709624,0.0015823581685838833,1.5207230338280558e-07,1.299127983905829e-11,1.6468138509316715e-12,-7.376417253339367e-25,-4.400172919585858e-16,-7.581353415228981e-24
D,31053,0.35461936756481993,0.0016385359459993721,5.751855808673322e-09,1.96757247653313e-10,4.908158263480036e-13,-1.127145473905416e-24,1.4414624368985628e-17,-4.689738958187877e-24
S,25939,0.10230259550592395,0.0015174777390801583,7.639489359693536e-08,4.815673210216268e-11,2.890069154577391e-12,-1.2874262523916116e-23,-7.983834724089284e-16,3.157092419216569e-23
S,23532,0.1303823366547533,0.0018098441522495642,5.894862346228155e-08,4.90334123171204e-11,5.25811090741824e-12,1.6896934796207056e-23,-5.151118556563783e-16,8.272072103660445e-23
D,23149,0.148206014441505,0.002211752212322026,1.7069453101285196e-09,5.032734860438582e-10,1.0934376085033475e-12,-4.1853168203934075e-25,1.6455357264550443e-17,2.5646919922351107e-23
S,32776,0.17434844567306643,0.0013661594655552296,1.527296490901643e-08,3.116570475742096e-11,6.288723393850255e-14,-1.8630751023985748e-26,7.684543964918366e-18,8.604658382780028e-26
F,29146,0.6274832068852835,0.0013272073594227988,1.9083270047691184e-07,6.157463594951446e-10,1.3941250637171212e-10,3.3950784502614014e-20,-1.0830452117246702e-15,-2.271058453848315e-20
D,22130,0.10276837120712798,0.0020263470671221502,1.0150967625817576e-07,5.112356816766239e-10,4.076427846563484e-11,4.94700479064784e-21,1.0063833964222472e-14,3.18712678483087e-21
F,23194,0.1729960280421026,0.001538417571809701,4.70949434502991e-07,1.0155213335671866e-09,4.5619215271485536e-11,-1.687073692844356e-21,-2.819906643038621e-14,-9.672956684232063e-21
A,54084,1.201829851436951,0.0007221335837350414,1.4958887981962205e-09,1.0995797287931998e-11,8.52884276705654e-13,-2.583265961093322e-24,-3.270982463400971e-17,-3.8536554229688824e-25
G,41772,0.32854963228487233,0.0009119017853100721,2.3084971725214306e-09,8.578878173611794e-12,6.596293908558394e-13,-2.6569574747604906e-25,-2.8660003740445926e-17,-1.5464948780737249e-24
G,26621,0.16428060108403678,0.0016932406218058615,3.254115238044286e-08,7.255844438960937e-11,7.133247036028779e-12,1.0844721838026221e-22,2.378113258727833e-16,1.207277822014415e-22
G,34112,0.21870613999847963,0.0012592447307052611,2.6775716464554347e-09,3.005185028664252e-11,1.6425802981785053e-12,5.974953480997013e-24,-8.408586992366885e-17,-9.873379429240736e-24
G,27825,0.17219292697792257,0.001601070562562134,3.064951960190842e-09,1.5647592818483585e-10,2.2183071127437045e-11,7.679814819029066e-22,-9.903967664316114e-16,-1.0574977676229015e-21
G,27359,0.2078873897616469,0.0016594835595010484,1.1122129932162082e-07,3.285982403346242e-10,7.641748519250233e-11,-7.139208300358379e-21,-2.3219233143497115e-14,-9.781036142035749e-21
G,20906,0.11385844870559607,0.001984577041400804,3.090646440171759e-08,9.921178145708906e-11,9.256660712015619e-11,-5.050441004938079e-21,-3.309300494042119e-15,-7.292754405301614e-21
A,16215,0.15596758810472816,0.0017720239153253242,2.745518927738379e-07,3.9976836587882205e-09,1.3890148677454902e-10,9.022219731751796e-20,-6.131751245788798e-14,-5.0728682359952147e-20
F,26229,0.1771588516417271,0.0014242349117394718,3.770561299508069e-07,9.221043683912441e-10,3.704849944838152e-11,-1.6821390717272166e-21,-3.0848443196345064e-15,6.637896729800082e-21
D,50174,0.728991882535388,0.0006765577570071622,6.887268775615638e-11,1.46305761707614e-11,1.4289360865943922e-13,-2.0577287786505183e-25,-8.706707308606744e-19,1.8572461408716036e-26
F,24106,0.6768349566422056,0.001456526308389281,4.1547853162119536e-07,1.3663690062686555e-09,3.492989161572903e-10,2.173622869068957e-19,-1.8177450395995852e-14,-1.0481111301160337e-19
S,48152,0.4435458383833028,0.0007400303736676861,5.755499451273468e-09,2.6783493340578085e-12,1.62582056500151e-14,-8.272628627054653e-28,3.3698684681423306e-19,3.2902726586927046e-27
D,30602,0.23108952198823351,0.0015190570762604293,1.5808587241564208e-08,1.4396407555420987e-10,9.690361092481049e-13,1.1312188863174087e-23,-3.239895622436763e-18,1.742183450476254e-24
S,31196,0.15843507378588245,0.0013891470179389822,5.708987077903517e-09,3.394159249664358e-11,3.559432818050319e-14,-3.003526834100796e-26,9.668024439328943e-19,-2.5070463597044667e-26
S,27475,0.11108180817372487,0.001492847727954574,6.186719944837491e-08,4.197812968326484e-11,2.5795954799862922e-12,-9.90166472296775e-24,-6.41010615721478e-16,2.4950549209871144e-23
S,31152,0.18542341254632627,0.0011279392548814175,8.715026346216302e-08,6.740944179314903e-11,3.753762597095032e-13,-1.847252134191519e-24,-9.065150806593481e-17,-3.9136336433724983e-25
D,29077,0.18830299500462092,0.0017054234007197204,5.0658753733329565e-09,1.761270441025893e-10,3.7199900265851917e-13,1.78206486904532e-24,-1.5793996362643016e-17,2.427136009714218e-24
D,48647,1.2334473287317815,0.0008739067908564763,4.7718503634720124e-11,1.9866816067829307e-11,3.3508965084291515e-14,-6.085668421938953e-28,1.3879384752923223e-20,-2.73336761348746e-26
A,21080,0.15918459981412855,0.0014869840271030505,7.077855953736697e-08,2.0832107955487833e-09,5.5191806752044205e-11,3.94436555138067e-21,9.6525148940103e-15,1.8294123922121195e-20
A,34723,0.3905504384809416,0.0008441235583270172,8.546528148625692e-09,2.784537791549094e-10,2.8086344757136562e-12,-7.848115063370205e-23,2.592157130695974e-16,3.170190821640794e-24
F,23975,0.23304916460656247,0.001616204659510674,4.2102789525197424e-07,1.6595371563489443e-09,8.423365477410928e-11,1.753296722624696e-20,-3.037938590082645e-14,-2.6161809983209838e-20
A,25304,0.2291439852486189,0.001273865915421648,6.857710513617392e-09,1.3928451385787245e-09,3.8999518743601883e-11,-8.934867678331801e-21,3.1563178765836694e-15,1.669509429010807e-21
G,28136,0.23793854859286998,0.0016652917664061264,5.676313975473249e-08,3.2156637822523505e-10,8.312190451773e-11,-6.212905604707653e-21,-1.6024475682919183e-14,-1.2086299006787709e-20
G,49688,0.585141279767928,0.0007176339216663718,4.296301686165987e-09,1.6870092995667937e-11,9.033180248873981e-13,-3.496928038790548e-24,-4.63126424263607e-17,-4.542184059784593e-25
A,25304,0.2291439852486189,0.001273865915421648,6.857710513617392e-09,1.3928451385787245e-09,3.8999518743601883e-11,-8.934867678331801e-21,3.1563178765836694e-15,1.669509429010807e-21
F,36348,1.0711838612475983,0.0008788704390309988,2.0786921593764443e-07,1.2299583351816112e-10,1.7592908347852976e-11,2.8793632400500136e-22,-2.3317283732735566e-15,-7.6604710988062085e-22
A,16121,0.12154843108794318,0.0017176808660321953,1.649771011655583e-07,3.839448953032297e-09,1.267560076013541e-10,8.500425824829806e-20,-4.195335924075544e-14,-2.4365884117375008e-20
A,25380,0.1694311501757536,0.0013184749791279732,9.10437805566472e-08,1.0736110180791666e-09,6.675102946438847e-12,-2.0558716273148777e-22,8.881080522272969e-16,5.263554439747332e-22
D,24323,0.26746785412965457,0.002287824980730005,2.204355269802987e-09,4.893688583061348e-10,1.3817454752718703e-12,-6.9777232103111e-24,1.1886927286057723e-18,-3.5246194920832763e-23
D,31440,0.23022358377451918,0.0015155904824768664,5.80959772675177e-09,1.475788490895957e-10,1.8112409401149023e-12,-1.444196973997097e-23,-1.165396498377561e-16,2.5852176255024324e-23
S,24914,0.17409879628720118,0.0016769522285493771,1.5170134355496129e-07,1.1611532999022742e-10,7.747432503775538e-12,1.1835811241211548e-22,-2.9930187108374746e-15,-1.999688183434814e-22
S,46028,0.9197834561837962,0.0007371843170775681,5.674876620207991e-08,3.483231744620117e-12,1.6139034358720272e-13,7.022312331059831e-26,-5.989792096067539e-18,-9.854544831292283e-26
S,29445,0.18878407282643153,0.0014967901516685978,4.196328912570506e-08,1.6089589732091766e-11,4.571621689633856e-13,1.236887647073788e-24,-7.906770988681837e-17,-8.601758543899154e-26
D,26664,0.17748501811627088,0.0016830277030761634,2.150393399308438e-09,3.9138367596738853e-10,1.0058006053775674e-12,-1.9257168615861883e-23,-4.5957986642030014e-17,-5.23407133196399e-24
S,25209,0.14154752996286907,0.0017635684421225372,2.0108214532523224e-08,4.840322017679364e-11,5.454213285552267e-12,4.424107137727179e-23,-5.972497659206949e-16,7.678776375807029e-23
F,26053,0.12552278028770505,0.0012198463174795985,2.5623518796345893e-07,1.1075409854862288e-10,3.441822788358048e-11,1.318372924409449e-21,-1.9579839514324677e-15,-1.6666119366810122e-21
A,25794,0.23477552820409633,0.0011988444752379203,1.4835217386096993e-08,1.1347582148011575e-09,3.5047256856859113e-11,-3.99773634837081e-21,4.268407364841155e-15,5.733079540781197e-21
F,26750,0.612205510542357,0.0014598502124905644,2.9892441563981127e-07,9.118620530956593e-10,1.3071433199239172e-10,2.1046856532976277e-20,-1.8438650729118372e-14,-3.991988390492834e-20
G,19793,0.13329691245131778,0.0025936539248426708,2.1052711523660498e-08,8.010573258517429e-10,4.792182280573956e-10,-1.693643956494625e-19,-6.25814877251282e-14,-2.4387307749872825e-19
G,23962,0.17281644436482696,0.0020197206843723843,1.0976128497391558e-07,2.17753726171873e-10,1.1130518877789683e-10,-1.4714278749512423e-20,6.952175875880563e-15,9.152044581435508e-21
G,24816,0.17212800083784502,0.0018968081236234741,1.664992792158435e-08,3.319301307093518e-10,1.2659931724418045e-10,-1.077633029972407e-20,-1.5901996094261404e-14,-2.360880381005596e-20
G,27240,0.16576904328110684,0.001687039867997126,3.7239651400642633e-10,7.271004844409363e-11,8.015282916749927e-12,9.639709091364351e-23,-2.277778888205308e-17,1.6777636323928357e-22
F,25444,0.5420917662078091,0.0015923276530626432,3.2295014930860404e-07,1.3276246043275176e-09,2.420448484889612e-10,7.748709378491532e-20,-2.379981192375434e-14,-1.132340807994303e-19
A,17621,0.16949151217967406,0.001599197738346441,3.0858690639351742e-09,3.806504183266043e-09,2.166470699500275e-10,-1.9274948437544966e-19,-4.504693623591285e-15,3.942351663681361e-20
F,41659,1.5349456787846827,0.0008815339274589716,8.926108978737983e-08,1.6227419484826243e-10,1.0922032687082287e-11,6.050377380558482e-23,-1.6886393498667567e-15,-4.558135764746359e-22
S,43634,0.30491397917619556,0.0008207788306662943,8.597460890342983e-09,3.288599682135687e-12,2.6933100548374303e-13,2.2163080087490097e-25,-2.043382553101801e-17,-1.2300136088038016e-25
D,23860,0.15254018757522364,0.0022126933090881014,4.026933435516748e-09,4.766063566348692e-10,3.35060963143937e-15,-2.880578180878645e-27,-2.0433616528282865e-19,3.103264098230624e-27
S,48147,0.43600203358225004,0.0007376139948899741,7.830204735681531e-09,2.4826983446826675e-12,2.0600605074334524e-14,5.220923907226079e-28,6.469655545047193e-19,4.629538221780252e-27
S,28119,0.20126950533580096,0.0014990946558911503,1.0644280528754614e-07,7.243118800397209e-11,4.001617143565507e-12,1.3146577124102856e-23,-1.2710310460526279e-15,-6.684600312454267e-23
D,46348,0.42839437671881037,0.0008441795921975456,8.805447693190706e-11,2.6661026036640485e-11,1.0778707817159425e-13,-1.0562529949809898e-25,-7.209566838162137e-19,-1.4909816332275475e-25
D,51912,0.7947329689884621,0.0006768816655376504,6.14399324826825e-11,1.479001499264073e-11,1.4586044306054526e-13,-2.140917276562787e-25,-9.716365264710731e-19,-7.83610586169794e-27
S,29062,0.18579727289652762,0.0015860427171652102,1.016214279060023e-08,9.104481715728088e-12,2.464517047159964e-12,1.0863674038459781e-23,-1.7129539307264903e-16,4.273922988863692e-24
F,26498,0.593552753986694,0.001475349257972172,3.314209160736316e-07,1.0005338798621052e-09,1.3970544765267698e-10,1.909593257972941e-20,-2.6358458625443835e-14,-4.86160244584339e-20
F,23559,0.14723608277599898,0.0016600570004598964,3.3264942547702665e-07,1.1713816123514645e-09,6.094984128149721e-11,5.554433385923647e-21,-2.844010188714055e-14,-1.5309287919766527e-20
F,28923,0.594346480725385,0.0013134283096598144,1.884237189709673e-07,5.846708740180067e-10,1.3964278277096075e-10,3.447673665656312e-20,-7.198163024950675e-16,-2.0085869926626842e-20
A,24134,0.21308765255197387,0.0012823342184223783,6.749357283598059e-09,1.4317574567462237e-09,5.570645218295867e-11,-1.3171177214199027e-20,4.366765999760345e-15,8.603848998635692e-21
G,20065,0.1383507414963604,0.0025282226115472105,2.3398206490588174e-08,7.529648000491965e-10,4.2157077417440205e-10,-1.319466332615021e-19,-6.144186804166514e-14,-1.9749427994595698e-19
G,24949,0.18103028222764883,0.0018720126203821297,2.778568768602219e-10,2.950271933210998e-10,1.3346382356656416e-10,-5.09114808440579e-21,-2.217391217138737e-15,-2.59895974263069e-20
G,28368,0.18664763707254373,0.0015928221063997846,4.646298076734337e-09,1.581817382872696e-10,1.485716444117657e-11,6.506433017916914e-22,5.184017018448053e-16,-3.089020721467064e-22
G,28418,0.1925081669862596,0.001666435790652662,1.3703656781242634e-08,1.6466404814699608e-10,2.7484842908969868e-11,6.316796097772884e-22,-3.214815590733348e-15,-1.7377627017397606e-21
F,28926,0.30820423029326316,0.0014127947826061398,3.117939589866981e-07,9.529534832466714e-10,2.8361929976326335e-11,-2.6358728282481457e-21,-6.695170700033872e-15,3.846186521877321e-21
A,24299,0.21818695220777978,0.0013021475729283068,3.522919970449603e-09,1.524030221688678e-09,5.079766340743866e-11,-1.1648930313002864e-20,2.6884038932016616e-15,8.004367608249883e-21
F,38640,0.34813459835687866,0.000904340621697512,1.0836173238424929e-07,1.5970852410589154e-10,2.7213786085065888e-12,-2.2916945669492892e-23,-8.663247367956552e-16,-5.190010635904751e-23
F,25813,0.552828986271045,0.001567459262634659,3.1659018530821627e-07,1.261855392195822e-09,2.1438000335528526e-10,5.467577303307101e-20,-2.6857389524357467e-14,-9.717598796889956e-20
S,47288,0.3839901195266647,0.0007584465756846402,1.4600850506016204e-09,8.009199958346302e-13,3.128723335638716e-14,4.778897519001215e-27,-2.2792532008820127e-19,1.3006718328903334e-27
D,42955,0.3923083601986717,0.0009002240595229524,2.4085054574326523e-09,3.940769591605051e-11,8.75323384924051e-13,-2.613294726033643e-24,-9.51014705209533e-18,-4.4271943794214924e-24
S,28119,0.20126950533580096,0.0014990946558911503,1.0644280528754614e-07,7.243118800397209e-11,4.001617143565507e-12,1.3146577124102856e-23,-1.2710310460526279e-15,-6.684600312454267e-23
D,28588,0.19084703393319322,0.0015900579101267803,1.740772773799391e-08,3.176048061100377e-10,3.302015475475247e-13,-2.6480418477153167e-24,-4.1634185671927014e-17,-2.1029892864525866e-24
S,30498,0.15788697986652436,0.0011600984469554662,9.110948337271168e-08,7.42322210581115e-11,3.9878873225737516e-13,-2.1672545018560533e-24,-1.095760853350197e-16,1.0412198600165458e-25
D,28438,0.1759864315327282,0.001694638995203833,1.8336103126373404e-08,2.3057240351456841e-10,1.4805010823356209e-12,-2.309541697397411e-23,1.8804525558201971e-16,-1.4657044503661662e-23
S,26930,0.16252252283213606,0.0015329667581624904,8.681247762431427e-08,1.3884393318425818e-11,1.7806124802929224e-12,5.244971161789845e-24,-4.872558561669733e-16,-7.13271839830004e-24
S,26815,0.19877680091837988,0.0016406898227371274,1.6201228178972272e-07,8.811779968074747e-11,2.5808946028199865e-12,3.13666120829186e-23,-1.0362246006896457e-15,-2.3043490691252056e-23
D,23453,0.14372166229331446,0.0018230832972485943,1.430258615854459e-09,7.10806860537526e-10,4.125267022811201e-12,-2.1886394563081423e-22,-6.792212341683287e-18,-4.471473503934632e-23
A,16321,0.12173269697659554,0.0017219511228930388,1.9432606276124424e-07,3.867758482272954e-09,1.451105512896625e-10,9.626684737839502e-20,-5.0746031357268805e-14,-5.0507720537315635e-20
G,49107,0.5193979982824138,0.0007154445216503644,4.755972010898268e-09,1.6498884782830823e-11,8.706745953668611e-13,-3.2421950956467135e-24,-5.13900863069851e-17,-6.148404202514664e-25
A,16908,0.12591683562329575,0.0017363805929650807,6.59510415885824e-08,3.872474972034015e-09,1.1517004602750325e-10,-3.1817538649920527e-21,9.928447944887852e-15,7.684784585888914e-20
F,19354,0.13979479760168634,0.0019031790780004768,6.683692146325972e-07,2.176960387792523e-09,7.986737044871026e-11,5.202690554223045e-21,-1.2982206100106319e-14,3.289378836302612e-20
G,26648,0.20893301546301699,0.001630261084246375,1.3355948432925973e-08,3.499579906539266e-10,1.0680001016494174e-10,3.346429111514605e-21,-9.100925177983327e-15,-2.037438612357576e-20
G,20640,0.11889362437096794,0.002284306353960594,2.6611321151549235e-08,1.546987192212937e-10,1.8558672867534093e-11,9.907358661084018e-22,1.5779944230653958e-16,8.535646730067157e-23
F,26386,0.3180767592894765,0.0014910222913521055,2.7492389669288807e-07,1.0239788091420473e-09,5.2606515383920634e-11,6.960783015086673e-21,-1.2977072534289447e-14,-1.0031158100369014e-20
A,22739,0.19976475472863364,0.0013596708382387144,4.7541339962283935e-09,1.8614459728416688e-09,7.751245458006584e-11,-2.384261767031794e-20,4.764840936168834e-15,1.7274877806250635e-20
A,35357,0.3961807340578193,0.0008457137883145466,1.1758681058457551e-08,2.7542246693338676e-10,2.3619943702229498e-12,-5.971903429153456e-23,2.553422245839346e-16,7.940161511268569e-24
F,28105,0.25581011941444237,0.0012854384554755376,1.1012375129096844e-07,5.501178269558955e-10,1.2964193042965614e-10,2.8520384629136164e-20,-2.675783265311572e-15,-1.9627457805675518e-20
D,46277,0.46776241864561885,0.0008660860420748376,1.0643153858902268e-10,2.0072283012740476e-11,9.455156126903847e-15,-4.0425654856335475e-27,5.400848001372644e-20,-7.903033178139187e-28
S,31516,0.15804440511217524,0.0014186406137624763,1.8801456643572007e-08,3.67924558442739e-11,2.7035522611553716e-14,2.5040046392600612e-27,3.6994653829431144e-18,2.6847308280192546e-26
S,20869,0.1514257469160609,0.0018509487837916696,3.10839284129748e-07,2.0984505040768595e-10,4.002282998151749e-11,3.590741228275267e-21,4.839364166664954e-15,-7.481105708998238e-22
D,21650,0.10535035689025266,0.002052612727280465,1.3661313421077024e-07,5.257999303975891e-10,3.537094637941263e-11,3.045941169854665e-21,4.17407575061074e-15,3.740364050011212e-21
S,24243,0.1674065036802977,0.0017417901888127046,1.6848117389361397e-07,1.3620830067521742e-10,9.057999027459137e-12,2.428050237225787e-22,-3.531078889598202e-15,-2.056055858542139e-22
D,22440,0.1498043739142597,0.002087350810242107,1.0328789298606383e-08,7.915967231722482e-10,4.226461862291641e-12,1.7043687980184749e-22,4.1844814874125884e-16,1.752558377082447e-22
